Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
61	39.974476	1.9291965	41.93813	38.03451	1000.0	1.6796261	3.4634187	25.797832	-1.074817	248000	1.3113022e-08	0.1205641	-0.0116156135	-0.030669138	0.41959772	0.010574614	0.08925	79.0	164.0146234035492
62	42.453712	1.4497465	44.042065	40.308575	1000.0	1.483791	3.333501	25.931871	-1.3959143	252000	-1.9073486e-08	0.11612075	-0.009033108	-0.035628468	0.41387543	0.0033280614	0.04125	79.0	166.54007363319397
63	41.824112	1.0427328	42.788223	40.24659	1000.0	1.6832268	3.3523407	26.342896	-1.0006973	256000	1.9669534e-08	0.059759	0.0055565094	-0.014243025	0.3977831	0.029004835	0.34925	2.0	168.61655735969543
64	41.99334	0.92117965	42.785423	40.51897	1000.0	1.6702796	3.49832	26.437212	-1.3720075	260000	-8.106232e-09	0.048244115	0.013325334	-0.009951081	0.39746094	0.030904073	0.41425	5.0	170.64794945716858
65	42.296253	2.6337092	45.472282	39.207317	1000.0	1.8014729	3.3126318	26.479342	-1.2424558	264000	-3.6358834e-08	0.15965536	-0.013057625	-0.05556062	0.39639607	0.00560938	0.0605	79.0	173.12513256072998
66	42.836258	1.8369138	44.21291	39.697945	1000.0	1.6408813	3.3547997	26.249302	-1.385809	268000	1.525879e-08	0.09139798	-0.0108124595	-0.023455806	0.38028216	0.003702057	0.0405	79.0	175.66416835784912
67	42.91993	1.2438364	44.44026	41.409595	1000.0	1.6821055	3.3809314	26.639141	-1.6671969	272000	3.3378602e-09	0.09325957	-9.057522e-05	-0.012227528	0.36087012	0.020674624	0.30225	34.0	177.87143778800964
68	43.17244	1.5918782	44.4061	40.47814	1000.0	1.7542194	3.412069	26.800879	-1.5869207	276000	-1.07288365e-08	0.085297614	-0.010850972	-0.016987592	0.3537493	0.004829179	0.059	79.0	180.35696363449097
69	42.741745	0.4712672	43.53011	42.279926	1000.0	1.6784304	3.4494278	26.629368	-1.5336671	280000	-4.7683715e-09	0.058807448	-0.01217674	-0.012665771	0.36012298	0.008396828	0.06325	79.0	182.84006333351135
70	42.005074	1.192614	43.67076	40.57135	1000.0	1.4203844	3.508832	26.800657	-1.7234905	284000	1.168251e-08	0.12562601	-0.010848545	-0.059299007	0.357612	0.0071748854	0.07025	79.0	185.3516354560852
71	44.11561	0.74517065	45.000202	43.138634	1000.0	1.6818018	3.5161548	26.98319	-1.6933708	288000	-7.629395e-09	0.117617294	-0.010705833	-0.034709997	0.3454518	0.0018238679	0.04925	79.0	188.26260042190552
72	42.11633	1.6027488	43.115192	39.341404	1000.0	1.6560998	3.4916286	26.960022	-1.3465862	292000	-5.2452087e-09	0.068271965	-0.01293223	-0.019090299	0.33910877	0.0096684005	0.0735	79.0	190.9065375328064
73	44.631725	1.8808998	46.418938	41.522446	1000.0	1.7301804	3.4840443	26.382206	-1.205292	296000	1.4424324e-08	0.060225677	-0.012463525	-0.012774885	0.34389734	0.004064191	0.0685	79.0	194.11756992340088
74	44.216564	1.4385628	46.0374	42.179035	1000.0	1.4887046	3.634524	27.20289	-1.2400627	300000	-3.3378602e-09	0.07798012	0.0013722134	-0.02328496	0.325516	0.015070167	0.25725	2.0	196.17194628715515
75	44.100983	1.5759817	45.937893	42.242542	1000.0	1.8511751	3.5762901	27.585812	-0.7473142	304000	-1.8835069e-08	0.080644034	-0.010392359	-0.022606917	0.32523727	0.0059400513	0.05575	79.0	199.05928587913513
76	45.434822	0.7792965	46.744682	44.83866	1000.0	1.6128962	3.518537	27.21854	-1.1853313	308000	-2.2411346e-08	0.0747282	0.0010438415	-0.01798547	0.34426063	0.0151936	0.23825	2.0	201.07530760765076
77	43.52368	2.4942849	46.011574	40.48486	1000.0	1.892833	3.5587304	27.728876	-0.89538276	312000	2.2292138e-08	0.111437574	0.0003397627	-0.030840859	0.3445425	0.015910983	0.1675	6.0	203.12382745742798
78	46.38781	0.87026864	47.87666	45.695225	1000.0	1.8082093	3.5615902	27.401543	-0.9387677	316000	2.3841857e-09	0.07228255	-0.009024254	-0.023281578	0.34553456	0.005061956	0.044	79.0	205.59079337120056
79	45.74659	0.84462863	46.487053	44.313072	1000.0	1.8756511	3.5708697	28.145151	-0.89247227	320000	-2.336502e-08	0.09348104	-0.0099765295	-0.017382033	0.34436348	0.0043068267	0.041	79.0	208.1093032360077
80	45.821793	1.6341094	48.034836	44.239643	1000.0	1.9033879	3.4978824	27.680725	-0.9102075	324000	-1.9550324e-08	0.04382084	-0.010568887	-0.010446589	0.33286804	0.0034672113	0.049	79.0	210.9787712097168
81	46.4955	1.3496871	47.767628	44.379353	1000.0	2.0417414	3.3732154	27.64694	-0.80907655	328000	-8.34465e-09	0.095131904	-0.011754743	-0.023580208	0.3249611	0.0057396903	0.06375	79.0	213.57643866539001
82	46.775383	2.3877885	48.829514	42.80076	1000.0	2.040989	3.4002492	27.588371	-0.6129301	332000	-9.536743e-09	0.09422303	-0.012526005	-0.034148756	0.31875563	0.0061626583	0.05625	79.0	216.36980485916138
83	47.79934	0.77355534	48.36216	46.467102	1000.0	2.1194575	3.4190202	27.127821	-1.0617346	336000	-5.4836273e-09	0.09521012	-0.015047299	-0.01944305	0.3187167	0.008540862	0.083	79.0	219.29910373687744
84	47.959694	1.3571551	49.391052	45.725407	1000.0	1.841447	3.561033	27.739582	-0.7837873	340000	1.4185906e-08	0.0857176	-0.011290421	-0.034333114	0.3059421	0.007000995	0.068	79.0	221.89307689666748
85	48.02523	0.7782519	48.966347	46.86269	1000.0	2.2357178	3.5595062	27.733032	-0.6608549	344000	-3.576279e-08	0.06533565	-0.014389621	-0.014950316	0.2989698	0.007371705	0.07175	79.0	224.39764308929443
86	48.58709	1.5449564	50.73306	46.37413	1000.0	2.2195978	3.4399488	27.49367	-0.7840742	348000	-7.1525574e-10	0.08415161	0.0073319934	-0.0080208555	0.27827093	0.015833162	0.2255	4.0	227.0110683441162
87	47.123207	2.2714264	50.64712	44.91924	1000.0	2.1064465	3.485473	27.357061	-0.8203672	352000	1.5735626e-08	0.092982024	-0.013080157	-0.006584868	0.2781811	0.0062189824	0.0805	79.0	229.76337099075317
88	49.124573	2.0677907	52.309505	46.53325	1000.0	2.244858	3.4678593	27.68747	-0.58067685	356000	-3.0755995e-08	0.09303798	-0.012285208	-0.014622077	0.2626544	0.005205584	0.05975	79.0	232.8929100036621
89	46.38277	1.1613077	48.241467	45.064713	1000.0	2.1176534	3.507203	27.224926	-0.9249444	360000	1.3351441e-08	0.07887268	-0.0103971325	-0.010779977	0.27547887	0.0023414656	0.0535	79.0	235.82501339912415
90	50.47061	1.3303072	51.575867	48.2432	1000.0	2.316826	3.43617	27.145773	-0.64538795	364000	1.3113022e-08	0.14419511	0.0047618486	-0.07417469	0.27648386	0.017127855	0.30375	10.0	237.95368432998657
91	49.652626	0.5075936	50.443855	49.085476	1000.0	2.3976333	3.487047	27.093893	-0.5025341	368000	1.2397766e-08	0.07292496	-0.012237099	-0.018205881	0.27650908	0.0064929808	0.06925	79.0	240.49961519241333
92	51.2734	1.1872865	53.217133	50.043877	1000.0	2.19652	3.6126742	27.765528	-0.7003945	372000	-2.861023e-09	0.07690313	-0.010758514	-0.025970362	0.27688995	0.0087191565	0.074	79.0	243.6525957584381
93	50.923653	1.488617	52.964096	48.888073	1000.0	2.4017189	3.6420631	28.502262	-0.7872142	376000	2.5629998e-09	0.100417316	-0.016076943	-0.029963762	0.26335305	0.0051308693	0.08775	79.0	246.53007674217224
94	51.992348	1.834106	54.551125	49.421577	1000.0	2.4197598	3.5989773	28.009932	-0.767521	380000	-8.5830685e-09	0.077731825	-0.0149716195	-0.02247027	0.26939252	0.0034857858	0.09	79.0	249.7468512058258
95	53.425087	1.6632315	55.267574	50.808582	1000.0	2.5028672	3.5460963	28.252434	-0.66869944	384000	4.339218e-08	0.11650154	-0.015023121	-0.044479974	0.25010625	0.008337469	0.09225	79.0	252.36200714111328
96	55.451538	2.1045146	57.231457	51.921406	1000.0	2.663877	3.5495734	28.486507	-0.14686379	388000	1.4066696e-08	0.10770171	-0.015015846	-0.03770396	0.24097008	0.0081728045	0.10375	79.0	255.56646704673767
97	55.642433	3.034275	60.30364	51.9327	1000.0	2.944876	3.5175357	28.879097	0.13827282	392000	2.6941299e-08	0.107563734	-0.013195183	-0.030827776	0.21585104	0.0042794617	0.07325	79.0	258.18366837501526
98	57.742485	1.2614836	59.868675	56.58101	1000.0	2.9529262	3.5695953	28.82322	0.108343214	396000	-5.4836273e-09	0.075920016	-0.011429216	-0.014267426	0.20991546	0.009671211	0.06175	79.0	260.82325625419617
99	57.896023	3.3996263	62.79507	53.398136	1000.0	3.20132	3.46036	28.86341	0.59037256	400000	8.34465e-09	0.12799141	-0.0013011453	-0.040734358	0.19659056	0.015589102	0.17125	6.0	262.93294048309326
100	58.936207	1.1542736	60.441277	57.453957	1000.0	3.219126	3.41792	28.911505	0.39651525	404000	2.4318695e-08	0.07493487	0.005423672	-0.029977117	0.19641754	0.023482336	0.28025	10.0	265.05188179016113
101	55.515556	2.8791661	59.236385	51.15831	1000.0	3.0210369	3.5426133	29.369532	-0.009327173	408000	-8.702278e-09	0.15100378	0.0069495533	-0.06017439	0.19236946	0.024656106	0.34625	5.0	267.1496214866638
