0,1001.3653308674735
1,998.985355067754
2,997.3603914569884
3,992.8866834004662
4,991.985607735099
5,992.0514782777387
6,996.2901222788146
7,989.3283145260157
8,991.1963528842624
9,993.7291175351694
10,993.6958582255405
11,994.1271318343883
12,990.3035664646563
13,988.8805552620215
14,985.1585941121695
15,979.1118033854306
16,975.6728740369109
17,972.0477247860568
18,967.0861822433354
19,972.4976209528025
20,967.1197111388865
21,963.8517438347108
22,967.4253352641571
23,964.7325769968901
24,960.321128482887
25,957.9082057888874
26,963.2725966409625
27,955.710995518982
28,962.2043787302274
29,953.8750006025097
30,950.1347771323777
31,947.1922537162337
32,937.9613788018086
33,949.4420540705651
34,948.0980171843098
35,936.8776627782768
36,931.794801759891
37,926.5427046718404
38,890.4132826566597
39,915.5535413637522
40,872.4010119167165
41,861.9909346113728
42,866.6612858623874
43,851.0814959032924
44,847.045340972864
45,833.5098982263336
46,837.9591321542297
47,833.912819147345
48,838.8386667851642
49,825.9975669341688
50,829.6948869296839
51,818.8377435976308
52,827.538406935391
53,829.6477492576305
54,831.7992451661424
55,842.204382412203
56,822.8447317699456
57,818.7447607810736
58,811.0802538832428
59,802.5159387026556
60,792.13565376342
61,783.4356700693103
62,806.5313700904932
63,835.0398734028112
64,820.8531029239829
65,833.5720855248251
66,814.7503783392079
67,806.2991885734273
68,798.8574901009962
69,748.9778524912967
70,728.6839705498884
71,791.9678315802267
72,705.2530990319266
73,700.9227278366801
74,717.2908778656698
75,712.7690655839
76,692.9764581018281
77,721.0996211044363
78,715.0673223888134
79,710.4221909069794
80,714.8635412170053
81,708.1082264436951
82,719.5346611196879
83,798.7136586408847
84,822.7483931286102
85,818.0744340320731
86,829.1841330628735
87,837.818493029674
88,838.4687882871473
89,845.072712386124
90,840.1550577001016
91,850.0314554481561
92,849.2545306072838
93,813.897382287008
94,826.5790902491491
95,808.1196648152235
96,827.3714929047463
97,820.3806039581347
98,850.4890002674751
99,861.1730992887864
100,839.754644413672
101,821.8764778876025
102,833.128696049233
103,819.2113076310537
104,843.6249307504672
105,849.5604669108017
